label,timestamp,duration,pkg,dram,socket
ttfs,1722419929.8350317,28780.275,4059255.0,664173.0,0
ttfs,1722419930.1056116,28652.055,4097463.0,667998.0,0
ttfs,1722419930.3713999,33389.997,4552234.0,741132.0,0
ttfs,1722419930.6500573,31581.815,4503101.0,717173.0,0
ttfs,1722419930.9813695,32233.111,3819143.0,736389.0,0
ttfs,1722419931.3145857,37356.512,3846548.0,820845.0,0
ttfs,1722419931.6440928,35172.66,4172719.0,825955.0,0
ttfs,1722419931.9694855,35650.651,3709707.0,783375.0,0
ttfs,1722419932.296777,41266.525,3998830.0,857641.0,0
ttfs,1722419932.628637,36034.885,3656424.0,788485.0,0
ttfs,1722419932.974207,39298.81,4297291.0,861237.0,0
ttfs,1722419933.292752,31572.004,4124867.0,711756.0,0
ttfs,1722419933.5981977,30427.004,4094838.0,695737.0,0
ttfs,1722419933.9032943,33292.299,4377308.0,761573.0,0
ttfs,1722419934.2106805,30899.855,4169545.0,707258.0,0
ttfs,1722419934.5187263,31869.939,4237783.0,717279.0,0
ttfs,1722419934.8307316,33417.751,4317311.0,735180.0,0
ttfs,1722419935.1088715,33568.331,4375538.0,757335.0,0
ttfs,1722419935.3804898,33949.215,4298695.0,755759.0,0
ttfs,1722419935.6582437,35051.495,4694141.0,785242.0,0
ttfs,1722419935.935967,36733.609,4755054.0,797283.0,0
ttfs,1722419936.2153795,33706.152,4326832.0,736985.0,0
ttfs,1722419936.4999056,33501.416,4363454.0,734079.0,0
ttfs,1722419936.7756464,33583.581,4347217.0,735548.0,0
ttfs,1722419937.0518517,35172.496,4570057.0,768703.0,0
ttfs,1722419937.3325849,34297.674,4506520.0,753739.0,0
ttfs,1722419937.6133387,34742.376,4642383.0,774379.0,0
ttfs,1722419937.8981,32939.488,4386036.0,736022.0,0
ttfs,1722419938.1742737,31999.886,4350392.0,715352.0,0
ttfs,1722419938.4531584,34590.444,4656787.0,767402.0,0
ttfs,1722419938.7294576,32968.396,4352162.0,723139.0,0
ttfs,1722419939.007694,33152.255,4429249.0,736220.0,0
ttfs,1722419939.2830985,36280.834,4849964.0,792142.0,0
ttfs,1722419939.563318,32931.162,4558338.0,750358.0,0
ttfs,1722419939.8405507,32697.58,4324390.0,719666.0,0
ttfs,1722419940.11645,34634.338,4530628.0,756861.0,0
ttfs,1722419940.3944004,32439.155,4374135.0,714449.0,0
ttfs,1722419940.669816,33181.827,4424305.0,728984.0,0
ttfs,1722419940.9451404,32798.41,4308339.0,724164.0,0
ttfs,1722419941.221083,35045.59,4637989.0,771916.0,0
ttfs,1722419941.4999924,33987.395,4520557.0,746946.0,0
ttfs,1722419941.7762496,35413.999,4786303.0,787705.0,0
ttfs,1722419942.0671802,33411.089,4386952.0,753923.0,0
ttfs,1722419942.3476424,34144.854,4406789.0,754336.0,0
ttfs,1722419942.6274464,33388.848,4433094.0,752194.0,0
ttfs,1722419942.9098723,36659.739,4823902.0,809538.0,0
ttfs,1722419943.1892776,33253.553,4444630.0,755637.0,0
ttfs,1722419943.4667392,34380.643,4509387.0,753127.0,0
ttfs,1722419943.747973,32805.774,4347950.0,730070.0,0
ttfs,1722419944.024122,34086.533,4638355.0,771289.0,0
ttfs,1722419944.3026896,34193.724,4507801.0,756601.0,0
ttfs,1722419944.5827305,33602.393,4620411.0,746548.0,0
ttfs,1722419944.8629708,33007.363,4496327.0,731983.0,0
ttfs,1722419945.1393728,32441.598,4362904.0,719987.0,0
ttfs,1722419945.4146116,32354.269,4332448.0,710670.0,0
ttfs,1722419945.6893318,33836.119,4572742.0,747680.0,0
ttfs,1722419945.965286,33654.849,4475758.0,740443.0,0
ttfs,1722419946.2420857,32083.043,4405079.0,723950.0,0
ttfs,1722419946.5166285,33330.844,4465809.0,740612.0,0
ttfs,1722419946.7943194,33919.654,4613880.0,752623.0,0
ttfs,1722419947.095913,36006.26,4656238.0,784400.0,0
ttfs,1722419947.3722422,35930.306,4586536.0,803188.0,0
ttfs,1722419947.6506507,32283.13,4195424.0,721288.0,0
ttfs,1722419947.9419572,32082.117,4251759.0,714647.0,0
ttfs,1722419948.2196941,31301.087,4179249.0,697634.0,0
ttfs,1722419948.4906678,29094.58,3999441.0,670140.0,0
ttfs,1722419948.756251,28460.548,3924306.0,652943.0,0
ttfs,1722419949.022292,29638.699,4108632.0,679657.0,0
ttfs,1722419949.2873287,31915.733,4384449.0,707961.0,0
ttfs,1722419949.5620048,28794.605,4043568.0,672558.0,0
ttfs,1722419949.8314478,28790.317,3974233.0,661617.0,0
ttfs,1722419950.100891,30935.669,4249196.0,703983.0,0
ttfs,1722419950.3694952,28561.492,3904653.0,647695.0,0
ttfs,1722419950.6348946,29619.094,4116323.0,676046.0,0
ttfs,1722419950.9024656,32703.337,4509205.0,727791.0,0
ttfs,1722419951.173679,31694.934,4189382.0,716239.0,0
ttfs,1722419951.4504044,32081.663,4375966.0,711251.0,0
ttfs,1722419951.720952,28696.867,4039968.0,659231.0,0
ttfs,1722419951.9968362,32642.104,4780505.0,819406.0,0
ttfs,1722419952.2791824,28581.774,3903554.0,649883.0,0
ttfs,1722419952.5465245,28752.498,3970021.0,666560.0,0
ttfs,1722419952.814541,27858.615,3921499.0,650051.0,0
ttfs,1722419953.0771081,28224.749,4041311.0,667983.0,0
ttfs,1722419953.3419135,28523.036,3968252.0,661373.0,0
ttfs,1722419953.608806,28190.16,4019887.0,664372.0,0
ttfs,1722419953.8724015,28336.251,3888967.0,647771.0,0
ttfs,1722419954.137911,28296.686,3978566.0,656462.0,0
ttfs,1722419954.4012387,28800.455,3923147.0,650036.0,0
ttfs,1722419954.6699936,28132.709,3926443.0,648598.0,0
ttfs,1722419954.934306,28367.535,4008047.0,655345.0,0
ttfs,1722419955.214125,28722.586,3972219.0,652224.0,0
ttfs,1722419955.4855213,30936.328,4339222.0,698047.0,0
ttfs,1722419955.7584488,39105.219,4907092.0,849654.0,0
ttfs,1722419956.0773318,34886.533,4541614.0,748430.0,0
ttfs,1722419956.3898408,32224.61,4360585.0,714724.0,0
ttfs,1722419956.7644007,40278.837,5292101.0,862552.0,0
ttfs,1722419957.0915139,39648.894,5166429.0,844116.0,0
ttfs,1722419957.413511,40238.711,5102465.0,841072.0,0
ttfs,1722419957.7338035,38793.133,5051745.0,830943.0,0
ttfs,1722419958.054025,37388.769,4844225.0,802853.0,0
ttfs,1722419958.3904192,40639.961,5307299.0,858345.0,0
ttfs,1722419958.71871,36453.449,4764819.0,777623.0,0
ttfs,1722419959.0388885,37576.866,4940173.0,804092.0,0
ttfs,1722419959.3582191,36968.928,4851123.0,788409.0,0
ttfs,1722419959.6778967,41614.204,5433336.0,884493.0,0
ttfs,1722419960.0037608,38775.428,4994494.0,818244.0,0
ttfs,1722419960.3113823,36290.341,4743091.0,779183.0,0
ttfs,1722419960.5949442,32835.318,4382863.0,711756.0,0
ttfs,1722419960.8744514,35492.073,4775134.0,776016.0,0
ttfs,1722419961.1562924,35032.677,4632312.0,756738.0,0
ttfs,1722419961.436924,32671.896,4257008.0,706738.0,0
ttfs,1722419961.7117321,36510.933,4916980.0,800665.0,0
ttfs,1722419961.9926672,36538.262,4932727.0,799165.0,0
ttfs,1722419962.2791958,31574.637,4209523.0,700174.0,0
ttfs,1722419962.5554633,36209.346,4530384.0,771671.0,0
ttfs,1722419962.8784463,39558.54,5155810.0,851063.0,0
ttfs,1722419963.2008636,39155.951,5124804.0,849058.0,0
ttfs,1722419963.5247264,37527.465,4905017.0,810946.0,0
ttfs,1722419963.8458424,37459.263,4785632.0,794850.0,0
ttfs,1722419964.2080698,40252.775,5108935.0,843137.0,0
ttfs,1722419964.5344753,42241.008,5237109.0,876491.0,0
ttfs,1722419964.862635,39186.58,5167895.0,854230.0,0
ttfs,1722419965.184814,40297.114,5108569.0,852241.0,0
ttfs,1722419965.5102391,36669.992,4764515.0,796457.0,0
ttfs,1722419965.8297398,39026.214,4977954.0,834033.0,0
ttfs,1722419966.1518164,39315.318,5005114.0,837705.0,0
ttfs,1722419966.4742572,38232.706,4864978.0,813669.0,0
ttfs,1722419966.794836,36281.696,4573902.0,769667.0,0
ttfs,1722419967.1090755,34283.531,4524830.0,758559.0,0
ttfs,1722419967.3871717,32531.835,4241444.0,717050.0,0
ttfs,1722419967.6632802,34229.353,4539234.0,753647.0,0
ttfs,1722419967.943453,34372.798,4450855.0,748537.0,0
ttfs,1722419968.221748,32805.049,4363697.0,732212.0,0
ttfs,1722419968.5007148,35113.953,4686878.0,779183.0,0
ttfs,1722419968.7799597,34214.905,4507374.0,748614.0,0
ttfs,1722419969.059745,33199.827,4435291.0,737001.0,0
ttfs,1722419969.3370054,35376.658,4685718.0,787874.0,0
ttfs,1722419969.6220207,32556.736,4119862.0,714296.0,0
ttfs,1722419969.8991363,32247.135,4092641.0,710012.0,0
ttfs,1722419970.175076,33948.645,4672962.0,803265.0,0
ttfs,1722419970.4586246,32111.518,4283131.0,728479.0,0
ttfs,1722419970.741464,33378.264,4156178.0,743794.0,0
ttfs,1722419971.0247478,35950.514,4600940.0,769804.0,0
ttfs,1722419971.3035169,36000.308,4682178.0,779505.0,0
ttfs,1722419971.584013,34155.339,4422962.0,752102.0,0
ttfs,1722419971.86506,33521.478,4362172.0,733819.0,0
ttfs,1722419972.1440506,36040.118,4674305.0,781463.0,0
ttfs,1722419972.424714,35247.44,4708179.0,787139.0,0
ttfs,1722419972.7071822,33777.374,4481494.0,757610.0,0
ttfs,1722419972.990367,34056.202,4525501.0,744330.0,0
ttfs,1722419973.2736197,35486.037,4774158.0,785930.0,0
ttfs,1722419973.554551,32357.211,4428822.0,730866.0,0
ttfs,1722419973.8337827,32366.84,4274159.0,712582.0,0
ttfs,1722419974.1078486,35418.386,4643055.0,768259.0,0
ttfs,1722419974.3868146,38282.938,5001635.0,810747.0,0
ttfs,1722419974.6697564,32981.886,4508594.0,744238.0,0
ttfs,1722419974.9449039,34661.41,4524830.0,749639.0,0
ttfs,1722419975.2257395,35079.063,4672718.0,762950.0,0
ttfs,1722419975.511184,32564.683,4270741.0,713240.0,0
ttfs,1722419975.7949557,31144.222,4100453.0,692004.0,0
ttfs,1722419976.067652,31968.908,4166737.0,702133.0,0
ttfs,1722419976.3406956,29731.599,4002370.0,665596.0,0
ttfs,1722419976.6144805,28906.492,3920645.0,659415.0,0
ttfs,1722419976.8833518,29017.959,3906667.0,658527.0,0
ttfs,1722419977.1536973,28674.486,3848073.0,646822.0,0
ttfs,1722419977.420578,28632.395,3954579.0,664632.0,0
ttfs,1722419977.6854393,29061.113,3991872.0,669681.0,0
ttfs,1722419977.9505556,28658.927,3989187.0,669023.0,0
ttfs,1722419978.216403,28370.721,3933400.0,661709.0,0
ttfs,1722419978.4824584,31553.249,4271107.0,711068.0,0
ttfs,1722419978.7559192,28479.405,3946706.0,672710.0,0
ttfs,1722419979.0239565,28500.918,3841848.0,647925.0,0
ttfs,1722419979.2907789,31125.404,4206532.0,721670.0,0
ttfs,1722419979.5876374,32304.597,4349049.0,739801.0,0
ttfs,1722419979.8652472,34876.898,4554187.0,762950.0,0
ttfs,1722419980.1454463,33003.005,4336842.0,729535.0,0
ttfs,1722419980.4245596,33326.315,4419300.0,752637.0,0
ttfs,1722419980.6998858,32780.008,4227833.0,716729.0,0
ttfs,1722419980.9845507,34056.769,4441578.0,748399.0,0
ttfs,1722419981.2668145,35755.026,4613941.0,765995.0,0
ttfs,1722419981.5546284,35428.36,4562915.0,780269.0,0
ttfs,1722419981.8327699,33129.668,4343251.0,738118.0,0
ttfs,1722419982.1188972,31982.121,4264576.0,715566.0,0
ttfs,1722419982.3966756,34103.419,4613513.0,768656.0,0
ttfs,1722419982.6753178,31663.047,4305287.0,710242.0,0
ttfs,1722419982.9512172,31964.35,4332204.0,713026.0,0
ttfs,1722419983.2290766,33171.98,4385426.0,730819.0,0
ttfs,1722419983.5069525,33894.793,4422474.0,748522.0,0
ttfs,1722419983.7880452,33105.835,4285389.0,727561.0,0
ttfs,1722419984.0646648,34995.195,4542408.0,768626.0,0
ttfs,1722419984.3472273,31361.729,4243336.0,715780.0,0
ttfs,1722419984.6224887,33484.285,4444569.0,742616.0,0
ttfs,1722419984.901465,34111.788,4514881.0,752561.0,0
ttfs,1722419985.1794667,33168.477,4572132.0,743733.0,0
ttfs,1722419985.4600854,32852.435,4434742.0,725893.0,0
ttfs,1722419985.738553,35640.026,4778064.0,770983.0,0
ttfs,1722419986.0196633,32373.655,4371815.0,714403.0,0
ttfs,1722419986.2944307,33724.785,4642200.0,744880.0,0
ttfs,1722419986.5725384,33043.994,4473805.0,734293.0,0
ttfs,1722419986.8492117,33875.408,4622119.0,745064.0,0
ttfs,1722419987.1394742,35115.749,4539295.0,775588.0,0
ttfs,1722419987.4200332,32865.74,4275502.0,728097.0,0
ttfs,1722419987.6952143,33647.902,4431508.0,751291.0,0
ttfs,1722419987.977387,36291.592,4561817.0,785547.0,0
ttfs,1722419988.2571301,32440.633,4109548.0,713531.0,0
ttfs,1722419988.531725,37226.85,4713489.0,796181.0,0
ttfs,1722419988.811522,32498.632,4227773.0,723858.0,0
ttfs,1722419989.0908337,31676.8,4123159.0,708420.0,0
ttfs,1722419989.371384,37773.542,4864124.0,818688.0,0
ttfs,1722419989.6554086,32344.538,4208973.0,723981.0,0
ttfs,1722419989.932505,36526.574,4576893.0,783284.0,0
ttfs,1722419990.216384,33906.324,4249867.0,751475.0,0
ttfs,1722419990.4975216,34867.861,4340504.0,764020.0,0
ttfs,1722419990.7766356,32901.073,4139088.0,723491.0,0
ttfs,1722419991.0542605,32229.228,4146535.0,713332.0,0
ttfs,1722419991.3279037,31912.803,4192433.0,711618.0,0
ttfs,1722419991.6052482,31666.96,4293141.0,715291.0,0
ttfs,1722419991.8816528,33881.425,4586659.0,760654.0,0
ttfs,1722419992.1644344,35979.675,4675342.0,776138.0,0
ttfs,1722419992.4478962,33612.664,4327870.0,728357.0,0
ttfs,1722419992.7245398,32178.981,4242481.0,719421.0,0
ttfs,1722419993.0035026,31537.089,4139943.0,695355.0,0
ttfs,1722419993.277073,33399.532,4415089.0,733834.0,0
ttfs,1722419993.5536656,31760.955,4155385.0,700419.0,0
ttfs,1722419993.829896,32259.857,4272572.0,716056.0,0
ttfs,1722419994.104375,32302.724,4369190.0,732977.0,0
ttfs,1722419994.3798263,33379.15,4364552.0,727775.0,0
ttfs,1722419994.656643,36000.21,4656787.0,766147.0,0
ttfs,1722419994.9381008,33771.308,4480885.0,740061.0,0
ttfs,1722419995.2142835,31205.01,4273548.0,710333.0,0
ttfs,1722419995.487239,31651.979,4259816.0,708528.0,0
ttfs,1722419995.7641354,33846.566,4351063.0,753311.0,0
ttfs,1722419996.0480292,34249.713,4501148.0,763363.0,0
ttfs,1722419996.325802,35696.744,4649524.0,774364.0,0
ttfs,1722419996.6098247,36236.611,4944628.0,828664.0,0
ttfs,1722419996.896277,33867.51,4421681.0,759492.0,0
ttfs,1722419997.1790347,32212.523,4152638.0,710808.0,0
ttfs,1722419997.4552846,33122.573,4333301.0,728357.0,0
ttfs,1722419997.733451,32599.382,4282948.0,715933.0,0
ttfs,1722419998.0100505,32254.457,4264332.0,716820.0,0
ttfs,1722419998.2837348,33280.364,4349782.0,727056.0,0
ttfs,1722419998.560768,33949.44,4443043.0,749486.0,0
ttfs,1722419998.845046,32424.514,4217946.0,706876.0,0
ttfs,1722419999.123734,35946.479,4720874.0,784569.0,0
ttfs,1722419999.40466,33444.586,4340810.0,735945.0,0
ttfs,1722419999.680513,33608.301,4479419.0,751123.0,0
ttfs,1722419999.9557252,34159.727,4428700.0,743610.0,0
ttfs,1722420000.2295947,29310.016,4026052.0,669727.0,0
ttfs,1722420000.5443702,39192.663,5139635.0,845325.0,0
ttfs,1722420000.8679645,38973.946,5061266.0,825328.0,0
ttfs,1722420001.1894984,37151.991,4824145.0,796181.0,0
ttfs,1722420001.5104337,36666.643,4804553.0,794666.0,0
ttfs,1722420001.8332841,38986.775,5101305.0,847253.0,0
ttfs,1722420002.1676013,39592.397,5086962.0,837538.0,0
ttfs,1722420002.489336,38891.796,5038012.0,838134.0,0
ttfs,1722420002.8150346,42028.712,5202928.0,883269.0,0
ttfs,1722420003.144435,37065.441,4686450.0,794927.0,0
ttfs,1722420003.4663718,40489.456,5047350.0,855806.0,0
ttfs,1722420003.749854,30416.836,4170521.0,698461.0,0
ttfs,1722420004.017006,28752.436,3966847.0,674317.0,0
ttfs,1722420004.2825437,28918.959,3987843.0,679045.0,0
ttfs,1722420004.57002,28813.101,3914968.0,662765.0,0
ttfs,1722420004.8590548,28771.893,3880422.0,665473.0,0
ttfs,1722420005.1243818,29677.449,4056203.0,686725.0,0
ttfs,1722420005.3948045,32201.525,4319630.0,722375.0,0
ttfs,1722420005.6850948,30997.863,4178945.0,692677.0,0
ttfs,1722420005.953446,30136.682,4115590.0,677989.0,0
ttfs,1722420006.222283,29157.372,4167653.0,676596.0,0
ttfs,1722420006.4897184,28569.838,3982656.0,648812.0,0
ttfs,1722420006.7553754,29680.543,4098988.0,671502.0,0
ttfs,1722420007.0267727,31361.897,4322133.0,703280.0,0
ttfs,1722420007.297116,28343.828,4038564.0,654151.0,0
ttfs,1722420007.5776677,33125.556,4519336.0,724593.0,0
ttfs,1722420007.8490798,32069.578,4457935.0,715642.0,0
ttfs,1722420008.1204693,29298.548,4016226.0,686021.0,0
ttfs,1722420008.4056907,30369.361,4158924.0,678647.0,0
ttfs,1722420008.67288,28659.144,4120961.0,679504.0,0
ttfs,1722420008.9487386,31310.13,4075979.0,693197.0,0
ttfs,1722420009.2215168,28836.105,3959523.0,672542.0,0
ttfs,1722420009.4911501,29491.296,4057973.0,683787.0,0
ttfs,1722420009.8049226,28313.286,3904226.0,660011.0,0
ttfs,1722420010.0704017,29725.876,3909963.0,670798.0,0
ttfs,1722420010.337668,30061.132,4026357.0,673322.0,0
ttfs,1722420010.6073391,32319.621,4319386.0,721349.0,0
ttfs,1722420010.8778157,32306.512,4325978.0,711174.0,0
ttfs,1722420011.1667218,29062.319,3998220.0,666698.0,0
ttfs,1722420011.4348595,29039.513,3978506.0,660424.0,0
ttfs,1722420011.700369,28348.777,4001637.0,665718.0,0
ttfs,1722420011.962679,30645.52,4127736.0,688607.0,0
ttfs,1722420012.2325177,29404.866,3984487.0,664540.0,0
ttfs,1722420012.4997802,32043.839,4337452.0,714816.0,0
ttfs,1722420012.7863054,29127.24,4156606.0,676000.0,0
ttfs,1722420013.0721216,28355.346,4061635.0,670583.0,0
ttfs,1722420013.3581831,29230.014,4182485.0,682870.0,0
ttfs,1722420013.6243577,35139.373,4891528.0,775695.0,0
ttfs,1722420013.9281256,32028.855,4249623.0,696364.0,0
ttfs,1722420014.1992433,33995.377,4532093.0,745462.0,0
ttfs,1722420014.482869,31600.487,4375233.0,714326.0,0
ttfs,1722420014.7550633,30935.355,4135976.0,679075.0,0
ttfs,1722420015.0496087,33046.993,4718554.0,811788.0,0
ttfs,1722420015.349238,30738.099,4218800.0,689785.0,0
ttfs,1722420015.61807,29802.177,4193166.0,683772.0,0
ttfs,1722420015.8856142,30282.366,4215687.0,683068.0,0
ttfs,1722420016.156308,28665.293,4079091.0,666254.0,0
ttfs,1722420016.4629297,29228.343,3986562.0,672298.0,0
ttfs,1722420016.7368813,28767.048,3925893.0,660593.0,0
ttfs,1722420017.004567,29636.186,3916860.0,670171.0,0
ttfs,1722420017.2744215,28885.31,3945912.0,663485.0,0
ttfs,1722420017.540299,32933.763,4360279.0,732732.0,0
ttfs,1722420017.8402648,31063.558,4240223.0,705085.0,0
ttfs,1722420018.1272902,30740.849,4257436.0,700051.0,0
ttfs,1722420018.401381,30101.718,4139943.0,678509.0,0
ttfs,1722420018.671163,33853.073,4697681.0,773354.0,0
ttfs,1722420018.9560034,33616.975,4440296.0,746471.0,0
ttfs,1722420019.2269943,34536.164,4675831.0,756034.0,0
ttfs,1722420019.5035381,45020.148,5670030.0,924410.0,0
ttfs,1722420019.7952898,31429.013,4212697.0,697618.0,0
ttfs,1722420020.0668356,32702.028,4463978.0,726199.0,0
ttfs,1722420020.3428833,29578.416,4083302.0,682349.0,0
ttfs,1722420020.610411,30142.189,4041188.0,673062.0,0
ttfs,1722420020.8835328,29696.621,3975942.0,664984.0,0
ttfs,1722420021.1610723,32566.738,4332020.0,741515.0,0
ttfs,1722420021.453895,29268.821,4008352.0,674684.0,0
ttfs,1722420021.720968,28887.274,3899953.0,659966.0,0
ttfs,1722420021.985769,30477.622,4176320.0,700404.0,0
ttfs,1722420022.2600596,33171.921,4394459.0,746809.0,0
ttfs,1722420022.5364122,36295.977,4658130.0,778433.0,0
ttfs,1722420022.8157213,36775.669,4792163.0,795126.0,0
ttfs,1722420023.1001654,34695.519,4550281.0,748522.0,0
ttfs,1722420023.3806512,35987.953,4781787.0,782686.0,0
ttfs,1722420023.6610427,35379.873,4695606.0,778770.0,0
ttfs,1722420023.9386017,34943.771,4693347.0,761756.0,0
ttfs,1722420024.2290237,33838.392,4340443.0,736037.0,0
ttfs,1722420024.5116594,33081.543,4354970.0,732870.0,0
ttfs,1722420024.7913604,34316.093,4433522.0,742310.0,0
ttfs,1722420025.0678535,34780.225,4533741.0,770049.0,0
ttfs,1722420025.348531,34757.335,4535328.0,766269.0,0
ttfs,1722420025.6280055,33943.728,4437488.0,748369.0,0
ttfs,1722420025.9065597,32236.295,4300526.0,729794.0,0
ttfs,1722420026.1797843,33546.53,4370777.0,748385.0,0
ttfs,1722420026.4558299,34247.656,4525867.0,751567.0,0
ttfs,1722420026.730928,29019.137,3937795.0,651902.0,0
ttfs,1722420027.0035815,34505.083,4704883.0,769131.0,0
ttfs,1722420027.2767777,29235.481,3995900.0,670905.0,0
ttfs,1722420027.5534623,33302.609,4540516.0,732105.0,0
ttfs,1722420027.8275185,32516.415,4386524.0,711053.0,0
ttfs,1722420028.146014,36472.947,5107531.0,840873.0,0
